Instrument,Price,Quantity,Timestamp,Trade Reference,Instrument Type,Underlying Asset,Client Reference,Market Value
ZARJPY,8.5052,5705,1499126551,TR_5,SELL,,CR_3,48522.166
GBPUSD,1.444,6714,1499191878,TR_1,,UA_5,,9695.016
AUDCHF,0.7676,7920,1498992655,TR_5,,,,6079.392
USDAUD,1.2775,4073,1499017135,TR_5,BUY,,,5203.2575
ZARJPY,9.1964,1589,1499164849,,SELL,,,14613.0796
CADJPY,81.3468,3745,1499166674,TR_2,,,,304643.766
USDNZD,1.3411,1867,1498976280,TR_2,,,CR_3,2503.8337
CADUSD,0.8336,5352,1499028963,,,,CR_1,4461.4272
AUDCHF,0.7766,6030,1499006361,TR_3,,UA_2,CR_2,4682.898
JPYUSD,0.0088,7104,1499148872,TR_1,,,CR_1,62.5152
GBPNZD,1.8002,6159,1499174389,TR_5,,UA_3,,11087.4318
EURJPY,126.0292,15,1499173304,TR_3,SELL,,CR_1,1890.438
CHFAUD,1.3897,8401,1499059680,TR_3,SELL,UA_3,,11674.8697
USDGBP,0.7176,588,1498907370,TR_2,,UA_3,,421.9488
AUDEUR,0.6625,4314,1499064691,TR_1,SELL,,,2858.025
JPYEUR,0.0079,8636,1499023169,TR_4,SELL,,,68.2244
AUDCHF,0.7293,2074,1499129241,,SELL,UA_9,CR_3,1512.5682
ZARNZD,0.1011,3319,1499056977,,,UA_1,,335.5509
CADCHF,0.716,4782,1499000522,,SELL,UA_1,CR_3,3423.912
CADNZD,1.0854,7368,1498989821,TR_1,SELL,,CR_1,7997.2272
JPYUSD,0.0097,4211,1498970487,,BUY,UA_4,CR_2,40.8467
JPYZAR,0.121,4639,1498989893,TR_4,SELL,,,561.319
AUDJPY,97.3622,6156,1499083941,,,,CR_2,599361.7032
EURGBP,0.828,7418,1498977857,,,UA_9,,6142.104
ZARNZD,0.1005,9212,1499180652,TR_3,,,,925.806
NZDUSD,0.7437,8111,1499005730,TR_3,SELL,,CR_1,6032.1507
CADGBP,0.6241,9594,1498898524,TR_3,,UA_5,CR_1,5987.6154
ZARCHF,0.0805,5810,1499000111,TR_3,,UA_5,CR_3,467.705
JPYCHF,0.0082,2507,1498974285,TR_4,BUY,,CR_2,20.5574
GBPUSD,1.3153,884,1499201892,,,UA_6,CR_3,1162.7252
USDCAD,1.1985,4517,1498945910,,SELL,UA_3,CR_2,5413.6245
GBPCHF,1.204,1644,1498926564,TR_3,BUY,UA_10,,1979.376
CHFZAR,13.6689,8923,1499190329,,BUY,,CR_1,121967.5947
EURAUD,1.3426,5130,1499116344,TR_3,,UA_7,CR_2,6887.538
GBPZAR,15.6081,6919,1499150948,,,,,107992.4439
CADJPY,81.8272,4198,1499054603,,SELL,UA_7,,343510.5856
GBPUSD,1.4449,917,1499182849,TR_1,BUY,,CR_2,1324.9733
NZDZAR,9.2357,7632,1499097314,TR_5,SELL,,CR_3,70486.8624
AUDGBP,0.6114,3731,1498940744,TR_5,,,,2281.1334
USDZAR,12.3631,5720,1498899938,TR_5,SELL,,,70716.932
AUDNZD,1.1194,1953,1498909948,,,,CR_2,2186.1882
NZDEUR,0.6285,9548,1499042187,,,UA_4,,6000.918
USDEUR,0.8248,5377,1499076346,,SELL,UA_5,,4434.9496
CADUSD,0.8281,6623,1498975410,TR_2,,UA_8,,5484.5063
AUDGBP,0.6003,3585,1498992516,TR_4,,,,2152.0755
JPYGBP,0.0068,9959,1499123540,TR_3,,UA_6,,67.7212
ZARCAD,0.1039,8878,1498978281,,SELL,,CR_2,922.4242
CADZAR,11.1614,2312,1499050272,,BUY,,CR_2,25805.1568
USDNZD,1.3207,8069,1499096612,TR_3,,UA_10,CR_3,10656.7283
USDGBP,0.6903,1853,1499092897,TR_2,BUY,UA_1,,1279.1259
USDGBP,0.6862,9337,1499033268,TR_5,SELL,UA_6,,6407.0494
CADUSD,0.8075,1235,1499029295,TR_4,BUY,UA_9,,997.2625
EURCHF,1.2305,2534,1499090676,TR_3,SELL,UA_7,CR_1,3118.087
AUDUSD,0.749,8370,1499014384,TR_4,,UA_1,CR_1,6269.13
ZARAUD,0.1054,6241,1499174663,TR_1,,UA_4,,657.8014
AUDCAD,0.9337,6612,1499029964,,SELL,UA_8,,6173.6244
NZDCAD,0.8539,5921,1498928637,TR_3,BUY,,CR_3,5055.9419
ZAREUR,0.0616,9626,1498919753,,BUY,,,592.9616
NZDUSD,0.7804,8300,1499006720,TR_4,,UA_2,,6477.32
GBPNZD,1.738,4627,1499154308,TR_4,SELL,,CR_2,8041.726
CHFAUD,1.283,8470,1499002577,,,UA_4,CR_3,10867.01
AUDNZD,0.9675,4753,1499020019,TR_4,,UA_4,CR_1,4598.5275
CHFGBP,0.7165,7791,1499114401,,SELL,UA_9,CR_2,5582.2515
NZDZAR,10.7605,5772,1499182343,,SELL,UA_1,CR_3,62109.606
USDNZD,1.2944,9740,1499206081,,,UA_9,CR_2,12607.456
CHFJPY,112.9237,8602,1499153386,TR_5,,,CR_2,971369.6674
AUDCAD,0.9193,2016,1498937440,,,,,1853.3088
NZDCAD,0.8519,2389,1498947349,TR_3,,,CR_1,2035.1891
USDCAD,1.2301,1558,1498979017,,SELL,UA_10,CR_2,1916.4958
AUDCHF,0.7983,8098,1498997066,TR_3,SELL,,CR_3,6464.6334
ZARAUD,0.0882,3635,1499184144,,,,,320.607
EURUSD,1.2864,3305,1499194823,TR_4,,UA_10,,4251.552
AUDCAD,1.0679,446,1498957962,TR_2,,,,476.2834
CHFEUR,0.9337,6320,1499060032,,,UA_6,,5900.984
USDAUD,1.1287,7544,1499163212,,BUY,UA_1,,8514.9128
EURCHF,1.166,6039,1498986550,,,UA_6,,7041.474
GBPCHF,1.1778,8537,1499186636,TR_3,,UA_6,CR_2,10054.8786
CHFNZD,1.4166,3599,1498901257,TR_4,BUY,,CR_3,5098.3434
CADJPY,81.8802,876,1499086035,TR_2,SELL,,CR_3,71727.0552
ZARJPY,8.4207,3471,1499178103,,SELL,,,29228.2497
EURNZD,1.5083,286,1499095509,TR_2,,UA_1,,431.3738
AUDJPY,87.8006,2744,1499164363,,BUY,,CR_2,240924.8464
AUDZAR,10.0066,541,1499194944,TR_5,BUY,,CR_3,5413.5706
CHFEUR,0.8073,4182,1499193195,TR_5,,UA_10,CR_2,3376.1286
JPYZAR,0.1201,8449,1499082997,TR_3,,UA_2,,1014.7249
CADNZD,0.9693,4943,1499109228,,BUY,,CR_3,4791.2499
NZDAUD,0.9279,4660,1499207703,,SELL,,,4324.014
JPYGBP,0.0074,7917,1499182302,TR_3,,,,58.5858
CADZAR,10.944,4274,1499174945,,SELL,UA_7,CR_1,46774.656
NZDZAR,10.0104,4948,1499162526,TR_5,BUY,UA_3,,49531.4592
EURAUD,1.5109,7134,1499138693,TR_3,SELL,,,10778.7606
USDCHF,0.9137,352,1499155768,,,,CR_1,321.6224
NZDUSD,0.7669,9945,1499060894,,,UA_7,,7626.8205
EURAUD,1.5434,7574,1499033166,,SELL,,,11689.7116
EURNZD,1.6075,4116,1499053261,,,,,6616.47
CHFUSD,1.1096,7389,1499081646,TR_1,SELL,,,8198.8344
NZDZAR,10.1576,1187,1498954957,,BUY,UA_5,,12057.0712
JPYCAD,0.0107,3468,1499107110,TR_5,BUY,,CR_1,37.1076
GBPUSD,1.2363,9348,1499060646,,BUY,UA_10,,11556.9324
ZARCAD,0.0888,6356,1498949137,,SELL,,CR_1,564.4128
USDCAD,1.2342,9713,1498933910,TR_2,,,,11987.7846
EURJPY,134.7832,4120,1499208455,TR_1,,UA_10,,555306.784
CADJPY,96.4706,3794,1498938164,TR_1,SELL,UA_3,,366009.4564
CADZAR,9.642,355,1499039809,TR_5,BUY,UA_10,,3422.91
USDCHF,0.935,6147,1498961564,TR_1,,,CR_1,5747.445
USDJPY,108.4144,5847,1499040394,,SELL,UA_1,CR_2,633898.9968
NZDAUD,0.9207,5603,1499100765,,,,CR_2,5158.6821
JPYUSD,0.0087,7400,1499193595,TR_1,,UA_5,,64.38
NZDEUR,0.5939,3055,1499208755,,,,,1814.3645
NZDAUD,1.0033,6418,1498985459,TR_5,BUY,,,6439.1794
NZDGBP,0.5787,2067,1498996080,,,,,1196.1729
AUDCAD,0.9969,1848,1499060114,,BUY,,CR_2,1842.2712
AUDEUR,0.6444,3654,1498897816,TR_3,,UA_6,,2354.6376
AUDZAR,9.8246,4737,1499026656,TR_1,,UA_3,,46539.1302
JPYEUR,0.0072,6404,1499047761,,SELL,UA_7,,46.1088
NZDUSD,0.6972,2269,1499094996,,BUY,UA_6,,1581.9468
EURNZD,1.4334,897,1499071974,TR_3,,UA_3,,1285.7598
EURUSD,1.1583,2974,1499097260,,,,CR_2,3444.7842
GBPUSD,1.4252,7848,1499168295,,SELL,,CR_3,11184.9696
JPYZAR,0.1113,5295,1499152806,TR_4,,UA_8,,589.3335
NZDCHF,0.7465,6662,1499054470,,SELL,UA_9,,4973.183
NZDCHF,0.7607,6923,1499040533,,SELL,,,5266.3261
USDZAR,13.0398,8548,1498948240,TR_3,,,CR_1,111464.2104
JPYCHF,0.0094,4880,1499141280,,BUY,UA_2,CR_3,45.872
CADAUD,0.9293,8845,1498967422,TR_5,SELL,,,8219.6585
EURAUD,1.6092,3461,1499032767,TR_3,,UA_6,CR_3,5569.4412
EURCHF,1.0645,487,1499122378,TR_4,SELL,,CR_2,518.4115
CHFUSD,0.9285,4412,1499106371,TR_3,,,,4096.542
NZDCHF,0.6759,2797,1499134026,TR_1,,,CR_3,1890.4923
GBPJPY,147.1259,8043,1499208785,,SELL,UA_10,CR_1,1183333.6137
EURCAD,1.5518,7590,1499077495,,BUY,UA_5,CR_2,11778.162
EURUSD,1.1,6314,1499042369,TR_1,,,CR_2,6945.4
EURNZD,1.6444,1345,1498999691,,BUY,UA_6,CR_2,2211.718
CHFNZD,1.3858,7174,1499209531,,,,,9941.7292
JPYGBP,0.0069,5629,1498924496,TR_2,SELL,UA_2,CR_2,38.8401
USDCAD,1.2994,900,1498999831,,,UA_3,CR_1,1169.46
NZDCHF,0.7656,3087,1499043781,,,,CR_2,2363.4072
GBPUSD,1.1857,6849,1499092639,TR_5,SELL,,CR_2,8120.8593
CADAUD,1.0233,6354,1498950663,TR_4,,,,6502.0482
ZARUSD,0.0734,7971,1498990287,TR_3,,,CR_3,585.0714
CADNZD,1.1704,4671,1499113053,TR_5,SELL,UA_6,,5466.9384
NZDJPY,76.2467,2269,1499190911,TR_5,,UA_2,,173003.7623
ZARCAD,0.1022,2004,1499136064,TR_2,,,CR_3,204.8088
AUDJPY,96.7431,401,1498917352,TR_4,SELL,,,38793.9831
CHFUSD,1.0183,7805,1499159231,,,,CR_1,7947.8315
USDGBP,0.695,4075,1498924901,,,UA_8,CR_3,2832.125
ZARJPY,8.9938,9736,1498977426,,,,,87563.6368
GBPZAR,18.1448,6128,1498984421,,,,CR_3,111191.3344
AUDCAD,1.0658,4829,1499003369,TR_4,,,CR_2,5146.7482
AUDJPY,80.8628,199,1499017498,,SELL,UA_5,,16091.6972
ZARGBP,0.0559,8552,1498992176,TR_1,BUY,,CR_3,478.0568
USDJPY,120.1304,7169,1498999603,,SELL,UA_5,,861214.8376
ZARNZD,0.0969,8150,1499185163,,,UA_6,CR_3,789.735
GBPJPY,133.7803,6439,1499195175,,,UA_1,,861411.3517
CHFCAD,1.3475,2663,1499160445,TR_3,BUY,UA_10,,3588.3925
ZARAUD,0.1035,6910,1498997103,TR_3,SELL,,CR_2,715.185
EURGBP,0.815,7952,1499204901,,,UA_10,,6480.88
JPYUSD,0.0089,8413,1499121105,,,,,74.8757
NZDCAD,1.0086,9816,1499017581,,,,,9900.4176
AUDUSD,0.7247,2111,1499159920,TR_5,,UA_8,,1529.8417
USDCHF,0.9363,1958,1498940366,,,UA_5,,1833.2754
CHFNZD,1.338,3401,1498965130,,BUY,UA_5,CR_3,4550.538
NZDCAD,1.0143,8585,1499194911,,BUY,UA_3,CR_1,8707.7655
CADUSD,0.7951,4493,1499048588,,,,,3572.3843
AUDCHF,0.768,8074,1499143861,,,UA_3,CR_3,6200.832
CADEUR,0.7334,9746,1498966798,,SELL,,CR_3,7147.7164
EURAUD,1.372,2171,1498900698,TR_2,BUY,,,2978.612
AUDCHF,0.739,9372,1499146236,TR_3,,,CR_2,6925.908
CADJPY,87.4854,5209,1499160754,TR_3,,UA_5,CR_2,455711.4486
ZARCAD,0.0979,2491,1499197280,TR_3,,,,243.8689
AUDUSD,0.816,9311,1499193158,,,,,7597.776
GBPCAD,1.6914,6915,1498904399,TR_2,,,,11696.031
USDEUR,0.8591,6587,1498908911,TR_2,BUY,,CR_3,5658.8917
NZDGBP,0.5831,3211,1499129251,TR_4,BUY,UA_4,CR_2,1872.3341
EURJPY,132.3438,7892,1498972862,TR_1,,UA_6,CR_1,1044457.2696
EURUSD,1.2885,8870,1498969052,,,,,11428.995
CADEUR,0.7108,7047,1499020445,TR_1,BUY,UA_9,CR_3,5009.0076
GBPZAR,16.5353,5756,1499095977,TR_2,BUY,,,95177.1868
CHFZAR,13.2015,2256,1499122677,,,,CR_3,29782.584
ZARNZD,0.1005,1360,1498897057,TR_4,,,CR_3,136.68
CADZAR,11.1377,5197,1499188414,TR_2,SELL,,,57882.6269
EURUSD,1.2106,2704,1499011677,,,,CR_1,3273.4624
CADNZD,1.008,1628,1498911789,TR_5,BUY,UA_6,CR_1,1641.024
ZAREUR,0.0655,50,1499172235,,,,CR_1,3.275
EURCHF,1.1936,8996,1499193842,TR_4,,UA_6,,10737.6256
AUDJPY,80.9708,870,1499083581,,BUY,UA_1,CR_1,70444.596
USDAUD,1.2347,5757,1499142986,,SELL,,CR_3,7108.1679
ZAREUR,0.0617,6638,1498990232,,SELL,,,409.5646
JPYAUD,0.0121,2783,1499178969,,,UA_1,,33.6743
ZARJPY,8.0144,9474,1499184561,,,,CR_3,75928.4256
JPYZAR,0.1269,2785,1498922423,,,UA_7,,353.4165
NZDCHF,0.7662,8472,1499058667,TR_2,,,CR_2,6491.2464
NZDZAR,9.9784,539,1499164225,,,,CR_2,5378.3576
JPYUSD,0.0089,5707,1498900584,TR_1,,UA_3,CR_3,50.7923
ZARNZD,0.0956,8226,1499110097,TR_4,SELL,,CR_2,786.4056
AUDEUR,0.653,7897,1499146025,TR_3,,,,5156.741
EURUSD,1.2815,1196,1499118800,,BUY,UA_2,,1532.674
CADZAR,10.7548,5496,1498958732,TR_1,,,CR_2,59108.3808
CADGBP,0.5574,3597,1499201500,TR_4,SELL,,,2004.9678
GBPUSD,1.4362,2649,1499054638,TR_3,BUY,UA_2,,3804.4938
CADUSD,0.7351,6717,1499196206,TR_1,BUY,,CR_2,4937.6667
GBPNZD,1.6297,7900,1499066088,TR_2,BUY,,,12874.63
CADCHF,0.782,315,1499078091,TR_1,,UA_9,,246.33
USDCHF,0.9324,9579,1499156973,,SELL,UA_6,,8931.4596
USDEUR,0.8361,5615,1499092217,,BUY,,,4694.7015
AUDNZD,1.1398,7496,1499007894,TR_3,SELL,UA_2,,8543.9408
JPYCHF,0.0079,5612,1499005101,TR_4,BUY,UA_2,CR_2,44.3348
NZDGBP,0.5918,5696,1499013838,,,,,3370.8928
CADUSD,0.7754,496,1499064491,,,,CR_2,384.5984
GBPZAR,16.5444,5339,1498941410,,,UA_9,CR_3,88330.5516
GBPZAR,16.8707,744,1498994282,,BUY,,,12551.8008
GBPCHF,1.3684,5085,1498936325,TR_1,,,CR_3,6958.314
CHFJPY,122.2538,5472,1499097056,,BUY,UA_10,,668972.7936
CHFNZD,1.3935,8767,1499097672,TR_4,BUY,UA_7,,12216.8145
NZDCAD,0.8566,2547,1498991923,TR_2,,,CR_2,2181.7602
GBPJPY,144.3232,3553,1498914052,,,,,512780.3296
NZDZAR,9.9785,6550,1499060857,TR_2,SELL,,CR_1,65359.175
USDEUR,0.877,6114,1499143298,,,UA_8,,5361.978
JPYCHF,0.0094,9136,1499149552,TR_3,,,,85.8784
AUDCAD,1.0121,2754,1498946876,TR_2,SELL,,CR_2,2787.3234
EURJPY,125.4232,8668,1498957456,,,UA_9,CR_2,1087168.2976
USDEUR,0.8592,686,1498953717,,BUY,UA_2,,589.4112
EURAUD,1.5,290,1499023131,TR_1,BUY,UA_1,CR_2,435.0
CHFCAD,1.2242,431,1499179102,,SELL,,CR_2,527.6302
CADJPY,91.8431,9805,1499111221,TR_1,,UA_5,CR_3,900521.5955
AUDJPY,96.0161,2702,1498904121,TR_4,BUY,,CR_2,259435.5022
EURCHF,1.176,6094,1498947660,TR_2,BUY,,,7166.544
ZARGBP,0.0633,2231,1499024887,,,UA_7,,141.2223
ZAREUR,0.0644,755,1499092302,TR_2,SELL,UA_1,CR_1,48.622
USDCHF,1.0237,5094,1499141503,,BUY,,CR_3,5214.7278
USDJPY,100.892,4718,1498965282,TR_2,,UA_9,,476008.456
GBPUSD,1.2036,4124,1498921047,TR_3,,UA_4,CR_1,4963.6464
GBPAUD,1.6697,2352,1499149374,TR_5,,,CR_2,3927.1344
CHFUSD,1.0995,3054,1499053125,,,,CR_3,3357.873
USDZAR,12.5757,5690,1499090075,,,UA_3,,71555.733
NZDCHF,0.6708,9187,1499125685,,BUY,UA_1,CR_3,6162.6396
USDCAD,1.2042,4027,1499096140,,,,CR_3,4849.3134
CADCHF,0.7776,7351,1499043947,,,UA_9,CR_1,5716.1376
CHFCAD,1.2279,9436,1499204136,TR_5,SELL,UA_4,CR_2,11586.4644
GBPAUD,1.66,318,1499042678,TR_4,,,CR_2,527.88
EURCAD,1.5467,9483,1499144546,,,,,14667.3561
ZARNZD,0.1098,6211,1498902545,TR_1,SELL,UA_1,CR_2,681.9678
CADJPY,90.2999,3961,1499025277,,,UA_3,CR_2,357677.9039
GBPNZD,1.8672,9074,1498946033,TR_1,,UA_4,,16942.9728
NZDAUD,1.0263,5671,1499181859,,,UA_3,,5820.1473
USDZAR,13.1317,975,1499183581,,,,CR_2,12803.4075
JPYZAR,0.1192,8369,1498896178,,BUY,,,997.5848
NZDCHF,0.7528,8772,1499088697,TR_4,,UA_6,CR_2,6603.5616
NZDZAR,9.9781,444,1499204849,,,,,4430.2764
GBPZAR,17.1164,296,1498990888,,,,,5066.4544
NZDAUD,0.9714,2609,1498918803,TR_5,SELL,,CR_1,2534.3826
CHFZAR,14.0676,6953,1498899041,TR_2,,UA_7,,97812.0228
NZDUSD,0.6955,468,1499194349,,,,CR_1,325.494
CADCHF,0.8402,7863,1499010941,TR_2,SELL,,,6606.4926
EURNZD,1.5174,7039,1498973832,TR_4,BUY,UA_8,,10680.9786
CHFGBP,0.7639,2727,1499102110,,SELL,,,2083.1553
AUDJPY,95.6602,8640,1499097585,TR_1,SELL,,,826504.128
AUDGBP,0.6101,5904,1499050506,,BUY,,,3602.0304
NZDUSD,0.7161,7257,1499055891,TR_4,,,CR_1,5196.7377
USDAUD,1.156,2107,1499042522,TR_2,,,,2435.692
EURCHF,1.1952,4878,1499188452,,,,CR_2,5830.1856
NZDGBP,0.5329,7353,1499117684,,SELL,,CR_3,3918.4137
USDZAR,12.145,392,1499127635,TR_1,,UA_10,,4760.84
JPYNZD,0.0114,2259,1499118027,,,,CR_1,25.7526
JPYCAD,0.0117,4572,1499125947,,BUY,,CR_2,53.4924
AUDZAR,10.4671,4441,1499176809,TR_4,SELL,UA_10,CR_1,46484.3911
CHFNZD,1.268,3771,1499060875,TR_5,BUY,UA_4,,4781.628
CADAUD,1.0843,2175,1499184776,,,,,2358.3525
CHFGBP,0.8178,8298,1499118624,,BUY,UA_5,CR_3,6786.1044
CHFNZD,1.3259,4534,1499038141,TR_1,,UA_7,,6011.6306
CHFEUR,0.8701,8394,1499200115,TR_5,SELL,UA_6,,7303.6194
JPYEUR,0.0075,8244,1499198767,,SELL,UA_5,,61.83
EURUSD,1.2034,2892,1499093308,TR_2,,,CR_3,3480.2328
GBPJPY,160.2957,477,1499113855,,SELL,,CR_1,76461.0489
JPYZAR,0.116,504,1498970794,,,,CR_2,58.464
CHFGBP,0.822,8774,1499001927,,,UA_4,CR_2,7212.228
ZARAUD,0.0967,9928,1499080310,,SELL,UA_8,,960.0376
USDCAD,1.1457,5669,1499164396,TR_1,,,,6494.9733
CHFJPY,122.4913,4547,1499066472,,BUY,UA_4,CR_3,556967.9411
NZDEUR,0.6044,7090,1499003055,,BUY,UA_1,CR_2,4285.196
AUDNZD,0.9957,9728,1499145242,TR_1,SELL,,CR_2,9686.1696
AUDJPY,93.2586,8728,1498970577,,BUY,,,813961.0608
GBPAUD,1.6312,6055,1499044338,TR_4,BUY,UA_6,CR_2,9876.916
CHFNZD,1.3468,3245,1499165897,TR_1,BUY,,,4370.366
GBPUSD,1.3456,8706,1499202056,TR_5,,UA_6,,11714.7936
CADJPY,88.9935,8375,1499137709,,SELL,UA_1,CR_3,745320.5625
NZDGBP,0.5505,6194,1499194871,TR_5,BUY,UA_9,CR_1,3409.797
AUDCAD,0.9149,310,1498912907,TR_5,BUY,UA_7,CR_3,283.619
USDNZD,1.3606,6854,1498980198,TR_1,BUY,UA_8,,9325.5524
NZDCHF,0.6623,5516,1499136324,,BUY,UA_4,CR_2,3653.2468
AUDNZD,1.0106,4000,1499075129,TR_2,BUY,,,4042.4
EURNZD,1.5978,544,1499012796,TR_4,,,,869.2032
USDJPY,112.0194,5762,1499208020,,SELL,,CR_1,645455.7828
JPYEUR,0.0083,1474,1498972110,,SELL,UA_9,,12.2342
JPYUSD,0.0092,2552,1499081897,,,,CR_1,23.4784
NZDEUR,0.6088,3244,1499070752,TR_3,SELL,UA_2,,1974.9472
AUDZAR,10.4062,3988,1499046950,,SELL,,,41499.9256
ZARCAD,0.0952,6937,1499132347,,SELL,UA_3,CR_1,660.4024
USDNZD,1.3406,7160,1498906951,,BUY,,,9598.696
GBPZAR,17.3981,9017,1499192812,,,UA_4,CR_2,156878.6677
USDCAD,1.2131,4477,1499045559,TR_3,BUY,,CR_1,5431.0487
CHFUSD,1.0584,1261,1499178599,,BUY,,,1334.6424
USDCAD,1.3244,4896,1498942392,,,,,6484.2624
GBPUSD,1.3664,8237,1499023689,TR_2,,,,11255.0368
ZARJPY,9.2306,2799,1499079428,TR_5,,,,25836.4494
JPYGBP,0.0073,9196,1499214466,,SELL,UA_9,,67.1308
AUDCAD,0.9912,9148,1499110368,TR_3,BUY,UA_1,CR_3,9067.4976
JPYCHF,0.0093,8439,1498921336,TR_2,,UA_1,,78.4827
AUDNZD,1.0006,6073,1499125516,,,UA_6,,6076.6438
EURAUD,1.3887,1326,1499066256,TR_5,BUY,,CR_1,1841.4162
CHFJPY,120.1764,5031,1499065541,TR_3,BUY,UA_6,,604607.4684
CHFCAD,1.1867,8458,1499030188,TR_5,,UA_5,,10037.1086
USDGBP,0.7283,1759,1498985721,TR_3,,,CR_1,1281.0797
GBPNZD,1.7993,8227,1498909043,TR_3,BUY,,,14802.8411
GBPUSD,1.3435,6222,1499118296,TR_1,BUY,,CR_2,8359.257
AUDCHF,0.7754,4681,1499066308,TR_1,,UA_7,CR_3,3629.6474
EURNZD,1.6006,4055,1499045161,TR_2,BUY,UA_9,,6490.433
CHFUSD,0.9589,4283,1499115113,,SELL,UA_2,CR_1,4106.9687
ZARGBP,0.0634,3313,1499036650,,SELL,,CR_3,210.0442
EURZAR,15.1132,3368,1498945583,,,UA_4,,50901.2576
GBPUSD,1.3499,600,1499066995,TR_5,,,,809.94
AUDGBP,0.5547,1688,1499037433,TR_4,,UA_5,,936.3336
ZARCAD,0.0878,238,1498962129,TR_1,SELL,UA_6,,20.8964
AUDGBP,0.6619,9323,1499081431,TR_2,,,CR_3,6170.8937
USDCHF,1.0044,3594,1499147367,,SELL,,CR_1,3609.8136
CHFNZD,1.3441,4249,1499092663,,BUY,,CR_1,5711.0809
CADUSD,0.8356,3038,1498958674,,,UA_8,,2538.5528
CADZAR,11.271,1350,1499042981,TR_4,SELL,UA_7,CR_3,15215.85
USDNZD,1.2047,2258,1498929996,,,,CR_1,2720.2126
JPYAUD,0.0106,8105,1499182382,,SELL,UA_10,CR_1,85.913
AUDEUR,0.6179,173,1498900154,TR_3,,UA_10,CR_1,106.8967
USDAUD,1.2549,2810,1499144894,TR_3,BUY,,,3526.269
USDZAR,12.6976,5242,1499042128,TR_4,SELL,,,66560.8192
CADCHF,0.7066,1305,1499205934,,,,CR_2,922.113
EURUSD,1.1518,2428,1498930596,TR_2,,UA_4,,2796.5704
NZDJPY,80.3161,2214,1499173699,TR_2,,,,177819.8454
ZAREUR,0.0697,5150,1499092040,,,UA_5,CR_1,358.955
EURAUD,1.4958,9382,1499084996,TR_5,,,,14033.5956
NZDCAD,0.935,1530,1498938699,TR_5,,UA_1,,1430.55
AUDZAR,9.4193,5743,1498942906,,SELL,UA_5,CR_2,54095.0399
CADAUD,0.954,777,1499031294,TR_2,BUY,UA_8,CR_3,741.258
CHFGBP,0.8113,8959,1499014834,,,UA_10,,7268.4367
AUDZAR,10.4852,6048,1498991943,TR_2,,,,63414.4896
ZARUSD,0.074,9830,1499007103,,BUY,,,727.42
CADEUR,0.6706,7055,1498947740,TR_4,SELL,UA_5,,4731.083
ZARCHF,0.0683,2678,1499075691,TR_4,SELL,,,182.9074
EURAUD,1.4045,5966,1498901884,TR_4,,UA_8,,8379.247
NZDCAD,0.9065,7643,1499187368,,,UA_9,,6928.3795
CADJPY,82.9672,9423,1498980734,,,,,781799.9256
GBPCAD,1.4836,2778,1499007704,,SELL,UA_5,,4121.4408
JPYEUR,0.0084,6989,1499171072,,,UA_2,,58.7076
GBPCAD,1.4749,6774,1499135804,TR_5,SELL,UA_4,,9990.9726
NZDCAD,0.9374,6311,1499055300,TR_4,SELL,UA_1,,5915.9314
GBPAUD,1.6734,3004,1499097291,,,,,5026.8936
USDAUD,1.3074,8015,1498948034,,SELL,,CR_3,10478.811
JPYGBP,0.0063,5247,1499199213,TR_4,,,,33.0561
ZARAUD,0.0903,3908,1499040523,TR_1,,,CR_1,352.8924
EURAUD,1.3433,6134,1499201082,TR_1,,,CR_3,8239.8022
USDAUD,1.1627,6894,1499169674,,,,CR_3,8015.6538
ZARGBP,0.0626,7997,1498945986,,SELL,,,500.6122
JPYNZD,0.0123,7333,1499168025,TR_5,,,,90.1959
CHFCAD,1.33,6273,1499070143,,BUY,,CR_2,8343.09
ZARJPY,9.0754,9022,1499148908,TR_4,,,,81878.2588
USDAUD,1.3072,3554,1499060131,TR_3,,UA_7,,4645.7888
EURUSD,1.108,5191,1499070028,,,,,5751.628
EURCHF,1.0454,610,1498959533,,,,,637.694
JPYGBP,0.0068,5315,1499119513,,SELL,,,36.142
ZARUSD,0.0831,6031,1499039785,,BUY,UA_3,,501.1761
AUDZAR,10.1541,3966,1499023992,TR_4,SELL,UA_8,,40271.1606
CHFZAR,14.1886,5315,1499063634,TR_3,,UA_3,,75412.409
EURCHF,1.2434,752,1499069667,TR_3,,,CR_1,935.0368
USDNZD,1.2772,1828,1499158033,,,,CR_3,2334.7216
CHFUSD,1.0347,536,1499067210,,,,,554.5992
JPYCHF,0.0084,1676,1499119067,TR_3,,UA_10,CR_3,14.0784
CADZAR,11.1945,4163,1498934169,TR_1,SELL,,CR_3,46602.7035
JPYUSD,0.0091,1090,1499039044,TR_4,BUY,UA_8,,9.919
NZDCAD,0.8443,8739,1499076459,,SELL,,CR_2,7378.3377
AUDZAR,10.7101,5866,1499151639,TR_2,,,CR_3,62825.4466
EURNZD,1.6032,4080,1498991307,,,,CR_3,6541.056
ZARCHF,0.0739,3902,1499007580,,BUY,,,288.3578
GBPEUR,1.1506,5889,1498978335,,SELL,UA_5,CR_3,6775.8834
EURGBP,0.8051,6109,1498936842,,,,,4918.3559
EURAUD,1.4839,1846,1499188691,,SELL,UA_9,,2739.2794
CADNZD,1.0373,6307,1499127262,TR_1,,,,6542.2511
